"URL","name_with_owner","language","stars","forks","num_topics","topics","size","created_at","type","archived","first_commit","first_workflow","first_run","commit_to_workflow","commit_to_run","last_commit","workflow_to_last","commit_to_last","avg_commits","total_commits","issues","prs","core_devs","non_core_devs","contributor_commits","avg_build_mins","commits_per_day","avg_days_broken_fix"
"https://api.github.com/repos/wwmm/easyeffects","wwmm/easyeffects","C++",5169,240,8,"{auto-volume,compressor,equalizer,gtk4,pipewire,pulseaudio,reverberation,stereo-equalizer-effects}",56642,"2017-03-20 15:06:12","User","false","2017-03-20 15:32:33","2022-07-31 13:25:36","2023-11-13 11:02:52","64.3","79.68","2023-11-12 05:13:15","15.34","79.64","46.57",7913,1331,1142,3,147,6985,"9.8","4.33","0"
"https://api.github.com/repos/microsoft/azuredatastudio","microsoft/azuredatastudio","TypeScript",7208,885,8,"{azure,azure-data-studio,electron,microsoft,postgresql,sql,sql-server,typescript}",641147,"2017-11-02 01:00:13","Organization","false","2017-11-02 01:00:14","2019-12-19 13:43:48","2023-11-17 06:21:55","25.56","72.5","2023-11-10 19:03:48","46.59","72.29","53.1",10097,9865,12668,22,137,8443,"0.42","4.95","0"
"https://api.github.com/repos/WWBN/AVideo","WWBN/AVideo","JavaScript",1742,948,20,"{avideo,avideo-platform,encoder,free,free-software,media,media-player,media-server,mediamanager,open-source,opensource,social-features,streamer,streamer-site,streamer-tool,video,video-player,video-sharing,video-streaming,videosharing}",430156,"2017-04-02 13:20:09","Organization","false","2017-04-02 13:20:09","2022-02-05 00:39:39","2023-11-20 09:58:12","57.94","79.49","2023-11-11 15:06:24","21.09","79.2","98.33",20040,7193,848,2,71,7178,"3.1","8.76","0"
"https://api.github.com/repos/irislib/iris-messenger","irislib/iris-messenger","TypeScript",671,153,1,"{nostr}",53802,"2020-01-13 20:21:19","Organization","false","2020-01-13 20:21:53","2022-06-14 19:23:43","2023-09-07 06:11:40","28.96","43.7","2023-10-12 14:06:48","15.87","44.86","73.51",3605,119,221,1,48,3602,"1","4.89","0"
"https://api.github.com/repos/mullvad/mullvadvpn-app","mullvad/mullvadvpn-app","Rust",3783,288,6,"{electron,nodejs,openvpn,rust,vpn,wireguard}",105201,"2017-12-19 08:59:42","Organization","false","2017-12-19 09:23:41","2021-04-20 19:12:21","2023-07-27 09:54:05","39.99","67.16","2023-11-10 13:49:57","30.56","70.59","256.63",18738,639,4454,7,45,13345,"3.64","7.53","0"
"https://api.github.com/repos/ceph/ceph-csi","ceph/ceph-csi","Go",990,488,5,"{ceph,cephfs,csi,kubernetes,rbd}",111728,"2018-01-08 15:21:11","Organization","false","2018-01-08 15:47:21","2021-12-06 23:29:14","2023-11-17 06:53:59","46.82","70.14","2023-11-08 11:40:38","22.89","69.89","29.72",3835,1119,3010,4,106,3269,"5.32","1.73","0"
"https://api.github.com/repos/magma/magma","magma/magma","C++",1581,573,13,"{3gpp,4g,5g,bazel,c,golang,hacktoberfest,magma,mno,mobile,networks,python,vagrant}",270296,"2019-02-15 04:46:24","Organization","false","2019-02-23 18:20:06","2021-06-11 11:43:26","2023-11-06 06:52:53","27.47","56.23","2023-11-09 11:30:48","28.86","56.34","41.48",12124,4790,9843,29,220,10328,"0.5","4.17","0"
"https://api.github.com/repos/primer/react","primer/react","TypeScript",2612,482,4,"{component-library,design-system,primer,react}",158530,"2018-02-17 00:09:05","Organization","false","2018-02-17 00:09:06","2021-01-16 10:40:58","2023-11-20 20:58:52","34.76","69","2023-11-10 01:43:06","33.68","68.58","30.36",7916,712,3044,4,147,4584,"7.83","2.85","0"
"https://api.github.com/repos/doccano/doccano","doccano/doccano","Python",8117,1590,12,"{annotation-tool,data-labeling,dataset,datasets,machine-learning,natural-language-processing,nuxt,nuxtjs,python,text-annotation,vue,vuejs}",56577,"2018-05-09 06:10:05","Organization","false","2018-05-09 06:10:05","2020-12-18 19:35:41","2023-07-24 06:20:35","31.21","62.47","2023-08-10 04:32:53","31.64","62.99","41.55",3519,1182,765,1,81,3407,"2.61","2.07","0"
"https://api.github.com/repos/reframe-hpc/reframe","reframe-hpc/reframe","Python",179,92,8,"{benchmarking,continuous-integration,framework,hpc,performance-testing,python3,regression-testing,validation-testing}",44726,"2017-04-25 16:43:23","Organization","false","2017-04-25 16:43:24","2020-11-17 03:31:38","2023-11-01 22:18:10","42.62","78.12","2023-11-12 18:21:58","35.68","78.48","123.67",10139,1036,1902,8,41,6060,"6.25","4.77","0"
"https://api.github.com/repos/thesofproject/sof","thesofproject/sof","C",450,278,4,"{audio,dsp,firmware,sound}",28637,"2018-05-31 18:51:03","Organization","false","2018-05-31 20:01:20","2021-09-30 12:16:46","2023-11-18 00:14:33","39.93","65.49","2023-11-09 17:30:47","25.29","65.22","62.78",11352,1637,6284,26,128,9668,"1.28","5.19","0"
"https://api.github.com/repos/cubefs/cubefs","cubefs/cubefs","Go",3555,485,11,"{ai-native-storage,cloud-native-storage,cloud-storage,cncf,distributed-file-system,distributed-storage,erasure-coding,hybrid-cloud,kubernetes,multi-cloud,object-storage}",223322,"2019-02-19 03:15:04","Organization","false","2019-02-19 03:15:06","2021-07-28 20:26:49","2023-03-28 01:53:22","29.25","49.28","2023-11-10 02:47:11","27.36","56.51","34.63",3367,590,1964,9,82,3151,"4.17","2.07","0"
"https://api.github.com/repos/fredlcore/BSB-LAN","fredlcore/BSB-LAN","C",166,83,17,"{arduino,broetje,bsb,bsb-lan,bus,elco,heating,heating-systems,heizung,internet,lan,lan-interface,lpb,pps,qaa,raspberry-pi,thision}",702049,"2016-12-19 22:40:52","User","false","2016-12-19 22:40:52","2020-10-10 11:19:16","2023-10-08 18:00:05","45.58","81.52","2023-11-10 08:35:02","37.02","82.56","107.4",5396,226,323,3,27,3222,"1.64","2.03","0"
"https://api.github.com/repos/umijs/umi","umijs/umi","TypeScript",14300,2566,4,"{react,react-framework,umi,umijs}",143922,"2017-11-22 10:09:36","Organization","false","2017-11-27 08:46:28","2019-12-19 19:33:45","2023-11-07 03:45:26","24.74","71.17","2023-11-10 06:31:15","46.56","71.27","16.88",7292,6237,3830,9,410,7072,"9.63","2.71","0"
"https://api.github.com/repos/netbox-community/netbox","netbox-community/netbox","Python",12984,2216,10,"{cabling,dcim,infrastructure-management,ipam,netbox,network,network-automation,python,sot,sysadmin}",74546,"2016-02-29 14:15:46","Organization","false","2016-03-01 16:23:03","2020-01-11 09:01:09","2023-11-17 20:03:00","46.18","92.42","2023-11-09 21:04:38","45.84","92.16","43.75",11808,8552,2379,3,262,11594,"8.37","5.47","0"
"https://api.github.com/repos/grafana/loki","grafana/loki","Go",19749,2858,6,"{cloudnative,grafana,hacktoberfest,logging,loki,prometheus}",176165,"2018-04-16 09:22:48","Organization","false","2018-04-16 10:25:39","2022-08-27 08:01:10","2023-07-27 17:07:39","52.3","63.33","2023-11-10 16:04:36","14.44","66.71","11.67",5863,3096,6781,20,423,5170,"0.22","4.59","0"
"https://api.github.com/repos/julianpoy/RecipeSage","julianpoy/RecipeSage","TypeScript",391,33,0,"{}",125927,"2019-01-07 03:40:49","User","false","2019-01-07 06:08:57","2022-09-17 18:44:30","2022-10-22 16:58:18","44.23","45.38","2023-11-06 05:27:13","13.59","57.86","295.4",3701,279,755,1,9,2954,"7.2","1.86","0"
"https://api.github.com/repos/birchill/10ten-ja-reader","birchill/10ten-ja-reader","TypeScript",440,32,9,"{addon,dictionary,firefox,japanese,rikaichamp,rikaichan,rikaikun,web-extension,webextension}",1341336,"2017-01-10 23:41:43","Organization","false","2017-01-10 23:51:02","2021-03-01 15:55:59","2023-11-14 12:19:41","49.7","81.97","2023-11-10 07:20:43","32.17","81.87","143",3444,235,1089,1,15,2288,"8.32","2.12","0"
