"URL","name_with_owner","language","stars","forks","num_topics","topics","size","created_at","type","archived","first_commit","first_workflow","first_run","commit_to_workflow","commit_to_run","last_commit","workflow_to_last","commit_to_last","avg_commits","total_commits","issues","prs","core_devs","non_core_devs","contributor_commits","avg_build_mins","commits_per_day","avg_days_broken_fix"
"https://api.github.com/repos/containers/podman","containers/podman","Go",18717,2023,5,"{containers,docker,kubernetes,linux,oci}",140417,"2017-11-01 15:01:27","Organization","false","2017-11-01 15:01:27","2020-11-20 08:00:48","2023-10-11 01:27:04","36.62","71.15","2023-11-10 11:37:04","35.5","72.29","47.04",20845,7425,11620,24,392,19569,"0.48","10.01","0"
"https://api.github.com/repos/navikt/aksel","navikt/aksel","TypeScript",110,32,9,"{components,css,designsystem,frontend,javascript,react,storybook,tailwindcss,typescript}",251392,"2017-05-24 09:59:09","Organization","false","2017-05-24 12:24:34","2022-10-27 00:22:52","2023-11-17 13:48:12","65.01","77.72","2023-11-10 17:44:42","12.48","77.5","63.94",6631,422,1933,4,75,5051,"5.3","3.41","0"
"https://api.github.com/repos/streetsidesoftware/cspell","streetsidesoftware/cspell","TypeScript",889,69,2,"{spell,spell-checker}",135031,"2017-01-15 13:11:46","Organization","false","2017-01-15 13:11:46","2020-11-20 22:32:36","2023-10-31 09:47:23","46.03","81.39","2023-11-09 10:19:52","35.45","81.69","44.21",4311,272,4540,1,56,2520,"1.72","2.76","0"
"https://api.github.com/repos/Aircoookie/WLED","Aircoookie/WLED","C++",12025,2446,5,"{esp32,esp8266,hacktoberfest,led,light}",49813,"2016-12-20 20:42:27","User","false","2016-12-28 23:03:58","2020-12-26 13:05:24","2023-11-16 18:37:17","47.78","82.48","2023-10-19 11:29:46","33.66","81.58","17.35",3862,2333,851,2,215,3765,"2.73","2.57","0"
"https://api.github.com/repos/epam/ketcher","epam/ketcher","TypeScript",337,131,0,"{}",88411,"2017-09-05 22:58:54","Organization","false","2017-12-28 09:14:21","2021-11-10 00:49:42","2023-11-17 02:41:46","46.27","70.51","2023-11-10 17:22:52","24.02","70.3","20.65",4374,1350,1710,1,93,1941,"6.75","1.74","0"
"https://api.github.com/repos/PhantomBot/PhantomBot","PhantomBot/PhantomBot","JavaScript",714,338,8,"{free,hacktoberfest,java,javascript,open-source,phantombot,rhino-js,twitch-bot}",400054,"2016-01-20 20:13:31","Organization","false","2016-01-20 21:16:57","2020-06-23 08:32:20","2023-10-29 00:28:08","53.01","93.14","2023-11-12 23:50:12","40.59","93.63","113.66",11153,281,3123,4,92,10911,"2.73","3.62","0"
"https://api.github.com/repos/pokeclicker/pokeclicker","pokeclicker/pokeclicker","TypeScript",450,280,3,"{game,hacktoberfest,javascript}",289432,"2017-06-22 07:14:01","Organization","false","2017-06-22 07:26:50","2021-01-17 22:15:57","2023-11-13 20:34:14","42.76","76.65","2023-11-11 22:34:47","33.69","76.59","35.64",4999,1700,2921,3,123,4491,"1.43","2.07","0"
"https://api.github.com/repos/WalletConnect/walletconnect-monorepo","WalletConnect/walletconnect-monorepo","TypeScript",1145,618,9,"{devtools,ethereum,library,mobile,react-native,typescript,wallet,walletconnect,web3}",69231,"2018-08-26 14:02:36","Organization","false","2018-08-26 14:02:36","2022-07-05 17:39:26","2023-07-26 07:00:28","46.19","58.87","2023-11-10 14:34:23","16.1","62.47","37.11",5117,1027,969,3,113,4305,"4.17","3.4","0"
"https://api.github.com/repos/SUI-Components/sui-components","SUI-Components/sui-components","JavaScript",129,60,8,"{react-components,reactjs,site--es-platform,team--es-pt-web-platform,tier--2,vert--es-platform,vert--es-platforms,web-components}",15619,"2016-11-25 10:36:34","Organization","false","2016-11-25 10:50:47","2020-11-17 06:25:57","2023-10-03 12:46:17","47.56","82.12","2023-11-10 10:04:32","35.6","83.34","93.07",12304,275,2147,6,100,9865,"7.87","5.06","0"
"https://api.github.com/repos/Hamlib/Hamlib","Hamlib/Hamlib","C",435,179,0,"{}",24765,"2017-08-07 21:44:54","Organization","false","2017-08-08 09:49:01","2021-04-15 06:18:24","2023-11-09 15:33:16","44.11","75","2023-11-12 19:22:02","30.82","75.1","63.95",10612,885,392,3,102,6715,"7.5","3.62","0"
"https://api.github.com/repos/storybookjs/storybook","storybookjs/storybook","TypeScript",79737,8608,19,"{angular,components,design-systems,documentation,ember,html,javascript,react,react-native,storybook,styleguide,svelte,testing,typescript,ui,ui-components,vue,web-components,webpack}",710903,"2016-03-18 04:23:44","Organization","false","2016-03-18 04:49:44","2020-11-30 06:35:59","2023-11-21 10:23:41","56.28","91.99","2023-11-10 14:50:25","35.18","91.67","134.6",54150,9903,11185,12,359,49938,"0.4","21.06","0"
"https://api.github.com/repos/arendst/Tasmota","arendst/Tasmota","C",20074,4464,13,"{arduino,automation,esp32,esp8266,firmware,iot,knx,mqtt,ota,smart-home,sonoff,tasmota,tuya}",207264,"2017-01-28 13:37:08","User","false","2017-01-28 13:37:08","2021-10-26 19:50:30","2023-11-12 21:04:40","56.85","81.38","2023-11-12 10:26:45","24.55","81.36","49.41",18495,9275,5957,13,350,17935,"9.3","6.88","0"
