"URL","name_with_owner","id","workflow_id","name","title","author","created_at","status","conclusion","updated_at","name_with_owner-2","login","url","type","admin","contributions","commits","core_qty","core_time","is_core"
"https://github.com/online-go/online-go.com/actions/runs/6789982076","online-go/online-go.com","6789982076","7940426","CI","Merge pull request #2407 from GreenAsJade/community_moderation_offer","anoek","2023-11-07 20:31:18","completed","success","2023-11-07 20:35:34","online-go/online-go.com","anoek","https://github.com/anoek","User","false",3230,3226,1,1,1
"https://github.com/suttacentral/suttacentral/actions/runs/6821637429","suttacentral/suttacentral","6821637429","6598591","SuttaCentral CI","Merge pull request #2842 from suttacentral/hongda-work","ihongda","2023-11-10 06:42:40","completed","success","2023-11-10 06:47:04","suttacentral/suttacentral","ihongda","https://github.com/ihongda","User","false",2190,2170,1,1,1
"https://github.com/kubernetes-sigs/cluster-api-provider-vsphere/actions/runs/5797570234","kubernetes-sigs/cluster-api-provider-vsphere","5797570234","33101178","golangci-lint","🐛  clustermodules: prevent creation of new modules if DoesExist returns an error","chrischdi","2023-08-08 13:26:34","completed","success","2023-08-08 13:27:09","grafana/loki","chrischdi","https://github.com/chrischdi","User","false",1,1,0,0,0
"https://github.com/saulpw/visidata/actions/runs/6837856486","saulpw/visidata","6837856486","31354152","visidata-ci-build","[json] include null columns in first row, in more cases","midichef","2023-11-12 01:45:04","completed","success","2023-11-12 01:48:13","saulpw/visidata","midichef","https://github.com/midichef","User","false",64,62,0,0,0
"https://github.com/nextcloud/polls/actions/runs/6834641958","nextcloud/polls","6834641958","1536941","Node CI","Nextcloud 28 - Polls 6.0.0","dartcafe","2023-11-11 13:55:32","completed","success","2023-11-11 13:57:36","nextcloud/deck","dartcafe","https://github.com/dartcafe","User","false",1,1,0,0,0
"https://github.com/artalar/reatom/actions/runs/6789536738","artalar/reatom","6789536738","35122539","CI","docs: add copy button to code blocks (#701)","krulod","2023-11-07 19:45:16","completed","success","2023-11-07 19:48:10","artalar/reatom","krulod","https://github.com/krulod","User","false",14,13,0,0,0
"https://github.com/reframe-hpc/reframe/actions/runs/6725730141","reframe-hpc/reframe","6725730141","3645524","ReFrame CI","Merge branch 'develop' into dependabot/pip/docs/semver-3.0.2","vkarak","2023-11-01 22:18:10","completed","success","2023-11-01 22:24:25","reframe-hpc/reframe","vkarak","https://github.com/vkarak","User","false",1244,1244,1,1,1
"https://github.com/yuzu-emu/yuzu/actions/runs/6924034771","yuzu-emu/yuzu","6924034771","14233941","yuzu-ci","service: hid: Ensure resource manager is initialized","Squall-Leonhart","2023-11-20 00:44:24","completed","success","2023-11-20 00:44:45","yuzu-emu/yuzu","Squall-Leonhart","https://github.com/Squall-Leonhart","User","false",23,23,0,0,0
"https://github.com/Aircoookie/WLED/actions/runs/6895039117","Aircoookie/WLED","6895039117","4515757","PlatformIO CI","0.14.1-b1","blazoncek","2023-11-16 18:37:17","completed","success","2023-11-16 18:40:01","Aircoookie/WLED","blazoncek","https://github.com/blazoncek","User","false",1559,1559,1,1,1
"https://github.com/microsoft/azuredatastudio/actions/runs/6900626010","microsoft/azuredatastudio","6900626010","170","CI","Releasing extension pack 1.1.6 (#24987)","alanrenmsft","2023-11-17 06:21:55","completed","success","2023-11-17 06:22:20","microsoft/azuredatastudio","alanrenmsft","https://github.com/alanrenmsft","User","false",880,880,1,1,1
"https://github.com/eksctl-io/eksctl/actions/runs/6352632316","eksctl-io/eksctl","6352632316","20809974","Cache Dependencies","Merge pull request #7122 from Himangini/release-notes-for-161","Himangini","2023-09-29 13:58:25","completed","success","2023-09-29 13:58:54","eksctl-io/eksctl","Himangini","https://github.com/Himangini","User","false",484,480,1,1,1
"https://github.com/arendst/Tasmota/actions/runs/6843101001","arendst/Tasmota","6843101001","14580926","Tasmota CI","Fix Berry `gpio.dac_voltage()` broken in 13.2.0","s-hadinger","2023-11-12 21:04:40","completed","success","2023-11-12 21:13:58","arendst/Tasmota","s-hadinger","https://github.com/s-hadinger","User","false",2681,2679,1,1,1
"https://github.com/NVIDIA/NeMo/actions/runs/6934783085","NVIDIA/NeMo","6934783085","16146872","Blossom-CI","First draft of mcore bert model in NeMo","shanmugamr1992","2023-11-20 19:17:05","completed","skipped","2023-11-20 19:17:09","NVIDIA/NeMo","shanmugamr1992","https://github.com/shanmugamr1992","User","false",11,11,0,0,0
"https://github.com/mpusz/mp-units/actions/runs/5091632069","mpusz/mp-units","5091632069","14907813","CITATION.cff","build: conan `test_package` updated for V2","mpusz","2023-05-26 13:57:41","completed","success","2023-05-26 13:59:50","mpusz/mp-units","mpusz","https://github.com/mpusz","User","false",2352,2351,1,1,1
"https://github.com/SamR1/FitTrackee/actions/runs/6449075041","SamR1/FitTrackee","6449075041","22666265","Javascript CI","bump to version 0.7.25","SamR1","2023-10-08 17:37:31","completed","success","2023-10-08 17:40:09","SamR1/FitTrackee","SamR1","https://github.com/SamR1","User","false",2079,2079,1,1,1
"https://github.com/fredlcore/BSB-LAN/actions/runs/6449147038","fredlcore/BSB-LAN","6449147038","2932933","PlatformIO CI","Merge branch 'master' of https://github.com/fredlcore/BSB_LAN","fredlcore","2023-10-08 18:00:05","completed","success","2023-10-08 18:01:18","fredlcore/BSB-LAN","fredlcore","https://github.com/fredlcore","User","false",1401,1490,1,1,1
"https://github.com/fredlcore/BSB-LAN/actions/runs/6449147037","fredlcore/BSB-LAN","6449147037","14352054","PlatformIO CI ESP32","Merge branch 'master' of https://github.com/fredlcore/BSB_LAN","fredlcore","2023-10-08 18:00:05","completed","success","2023-10-08 18:02:09","fredlcore/BSB-LAN","fredlcore","https://github.com/fredlcore","User","false",1401,1490,1,1,1
"https://github.com/Hamlib/Hamlib/actions/runs/6813977316","Hamlib/Hamlib","6813977316","8033406","C/C++ CI","Merge pull request #1421 from mikaelnousiainen/hamlib-multicast-4","mdblack98","2023-11-09 15:33:16","completed","success","2023-11-09 15:40:46","Hamlib/Hamlib","mdblack98","https://github.com/mdblack98","User","false",5814,5758,1,1,1
"https://github.com/grafana/loki/actions/runs/5683438546","grafana/loki","5683438546","53442635","syft-sbom-ci","syft-sbom-ci","periklis","2023-07-27 17:07:39","completed","success","2023-07-27 17:08:05","grafana/loki","periklis","https://github.com/periklis","User","false",201,200,1,1,1
"https://github.com/kubernetes/kops/actions/runs/5087728127","kubernetes/kops","5087728127","28526245","Update Dependencies","Update Dependencies","k8s-ci-robot","2023-05-26 06:02:41","completed","success","2023-05-26 06:08:43","kubernetes/kops","k8s-ci-robot","https://github.com/k8s-ci-robot","User","false",6009,6006,1,1,1
"https://github.com/weseek/growi/actions/runs/6833404308","weseek/growi","6833404308","7652378","Node CI for slackbot-proxy","Merge branch 'feat/approval-workflow' into feat/134387-disable-deleti…","miya","2023-11-11 09:24:26","completed","success","2023-11-11 09:26:31","weseek/growi","miya","https://github.com/miya","User","false",3461,3461,1,1,1
"https://github.com/streetsidesoftware/cspell/actions/runs/6704750050","streetsidesoftware/cspell","6704750050","3733308"," 🔗 Update Dependencies","ci: Workflow Bot -- Update ALL Dependencies (main) (#4940)","Jason3S","2023-10-31 09:47:23","completed","success","2023-10-31 09:49:06","streetsidesoftware/cspell","Jason3S","https://github.com/Jason3S","User","false",2383,2377,1,1,1
"https://github.com/lf-lang/lingua-franca/actions/runs/5075192598","lf-lang/lingua-franca","5075192598","58197726","Additional non-target-specific tests","Reduced testing","petervdonovan","2023-05-25 01:47:19","completed","success","2023-05-25 02:17:26","lf-lang/lingua-franca","petervdonovan","https://github.com/petervdonovan","User","false",1450,1450,1,1,1
"https://github.com/lf-lang/lingua-franca/actions/runs/5075192590","lf-lang/lingua-franca","5075192590","58197727","Non-target-specific tests","Reduced testing","petervdonovan","2023-05-25 01:47:19","completed","cancelled","2023-05-25 01:48:16","lf-lang/lingua-franca","petervdonovan","https://github.com/petervdonovan","User","false",1450,1450,1,1,1
"https://github.com/Dallinger/Dallinger/actions/runs/6943280505","Dallinger/Dallinger","6943280505","5674063","ci","Update ipykernel from 6.26.0 to 6.27.0","suchow","2023-11-21 11:42:03","completed","success","2023-11-21 11:50:29","Dallinger/Dallinger","suchow","https://github.com/suchow","User","false",1345,532,1,0,0
"https://github.com/texstudio-org/texstudio/actions/runs/6789058128","texstudio-org/texstudio","6789058128","2280828","CI","fix #3332","sunderme","2023-11-07 18:57:15","completed","success","2023-11-07 19:00:09","texstudio-org/texstudio","sunderme","https://github.com/sunderme","User","false",6011,3307,1,1,1
"https://github.com/lvgl/lvgl/actions/runs/6929637560","lvgl/lvgl","6929637560","1064006","C/C++ CI","chore: fix minor issues","kisvegabor","2023-11-20 11:47:31","completed","failure","2023-11-20 11:54:14","lvgl/lvgl","kisvegabor","https://github.com/kisvegabor","User","false",5897,5865,1,1,1
"https://github.com/lvgl/lvgl/actions/runs/6929637555","lvgl/lvgl","6929637555","2446254","Micropython CI","chore: fix minor issues","kisvegabor","2023-11-20 11:47:31","completed","success","2023-11-20 11:52:40","lvgl/lvgl","kisvegabor","https://github.com/kisvegabor","User","false",5897,5865,1,1,1
"https://github.com/apache/dubbo-go/actions/runs/6911759817","apache/dubbo-go","6911759817","2552611","CI","Fix service discovery subscription (#2480)","chickenlj","2023-11-18 04:17:27","completed","failure","2023-11-18 04:19:30","apache/dubbo-go","chickenlj","https://github.com/chickenlj","User","false",38,16,0,0,0
"https://github.com/apache/dubbo-go/actions/runs/6911759813","apache/dubbo-go","6911759813","21044206","golangci-lint","Fix service discovery subscription (#2480)","chickenlj","2023-11-18 04:17:27","completed","success","2023-11-18 04:20:05","apache/dubbo-go","chickenlj","https://github.com/chickenlj","User","false",38,16,0,0,0
"https://github.com/mullvad/mullvadvpn-app/actions/runs/5679103908","mullvad/mullvadvpn-app","5679103908","9133463","Translations converter tool CI","Modularize tile service and its dependencies","albin-mullvad","2023-07-27 09:54:05","completed","success","2023-07-27 09:54:47","mullvad/mullvadvpn-app","albin-mullvad","https://github.com/albin-mullvad","User","false",1052,1029,1,1,1
"https://github.com/archesproject/arches/actions/runs/6896598344","archesproject/arches","6896598344","5432250","CI","10252 - Check if function is new in save logic","chrabyrd","2023-11-16 21:17:00","completed","success","2023-11-16 21:26:06","archesproject/arches","chrabyrd","https://github.com/chrabyrd","User","false",1871,1871,1,1,1
"https://github.com/navikt/aksel/actions/runs/6904809702","navikt/aksel","6904809702","38618466","CI","[Aksel.nav.no] Fjernet Scrollbar gutters på eksempler","KenAJoh","2023-11-17 13:48:12","completed","success","2023-11-17 13:53:30","navikt/aksel","KenAJoh","https://github.com/KenAJoh","User","false",1952,1942,1,1,1
"https://github.com/netbox-community/netbox/actions/runs/6908540509","netbox-community/netbox","6908540509","214044","CI","Closes #8356: Add virtual disk to Virtual Machines (#14087)","jeremystretch","2023-11-17 20:03:00","completed","success","2023-11-17 20:11:22","netbox-community/netbox","jeremystretch","https://github.com/jeremystretch","User","false",9296,9296,1,1,1
"https://github.com/weaviate/weaviate/actions/runs/6000600845","weaviate/weaviate","6000600845","2908519","golangci-lint","Proxy buckets","donomii","2023-08-28 13:38:20","completed","success","2023-08-28 13:39:43","weaviate/weaviate","donomii","https://github.com/donomii","User","false",233,233,1,0,0
"https://github.com/pmmp/PocketMine-MP/actions/runs/6889022084","pmmp/PocketMine-MP","6889022084","4177875","CI","Merge remote-tracking branch 'origin/minor-next' into compressor-threads","dktapps","2023-11-16 09:50:44","completed","success","2023-11-16 09:52:28","pmmp/PocketMine-MP","dktapps","https://github.com/dktapps","User","false",11767,11733,1,1,1
"https://github.com/ceph/ceph-csi/actions/runs/6900844509","ceph/ceph-csi","6900844509","15993996","golangci-lint","cephfs: enable read affinity","iPraveenParihar","2023-11-17 06:53:59","completed","success","2023-11-17 06:59:18","ceph/ceph-csi","iPraveenParihar","https://github.com/iPraveenParihar","User","false",19,15,0,0,0
"https://github.com/learningequality/kolibri/actions/runs/6897202680","learningequality/kolibri","6897202680","3384998","Static dependencies with and without C extensions","Merge pull request #11535 from nucleogenesis/fix--topic-header-tests","rtibbles","2023-11-16 22:23:17","completed","success","2023-11-16 22:23:35","learningequality/kolibri","rtibbles","https://github.com/rtibbles","User","false",7047,7040,1,1,1
"https://github.com/TanStack/query/actions/runs/6762031589","TanStack/query","6762031589","29882997","ci","docs: Update devtools.md (#5950)","TkDodo","2023-11-05 14:55:04","completed","success","2023-11-05 14:57:55","TanStack/query","TkDodo","https://github.com/TkDodo","User","false",230,229,1,1,1
"https://github.com/arendst/Tasmota/actions/runs/6843101001","arendst/Tasmota","6843101001","14580926","Tasmota CI","Fix Berry `gpio.dac_voltage()` broken in 13.2.0","s-hadinger","2023-11-12 21:04:40","completed","success","2023-11-12 21:13:58","lvgl/lvgl","s-hadinger","https://github.com/s-hadinger","User","false",3,3,0,0,0
"https://github.com/doccano/doccano/actions/runs/5641510772","doccano/doccano","5641510772","4344161","doccano CI","Add endpoints for assignment","Hironsan","2023-07-24 06:20:35","completed","success","2023-07-24 06:22:11","doccano/doccano","Hironsan","https://github.com/Hironsan","User","false",2804,2804,1,1,1
"https://github.com/Smithay/smithay/actions/runs/6833931870","Smithay/smithay","6833931870","1005450","Continuous Integration","Fix return type of `with_pressed_keysyms`","Drakulix","2023-11-11 11:27:11","completed","success","2023-11-11 11:36:22","Smithay/smithay","Drakulix","https://github.com/Drakulix","User","false",1647,1647,1,1,1
"https://github.com/scrtlabs/SecretNetwork/actions/runs/6534151417","scrtlabs/SecretNetwork","6534151417","39925779","golangci-lint","Merge pull request #1565 from scrtlabs/test-v1.12-upgrade-handler-v3","assafmo","2023-10-16 13:15:33","completed","success","2023-10-16 13:19:18","scrtlabs/SecretNetwork","assafmo","https://github.com/assafmo","User","false",2868,2861,1,1,1
"https://github.com/pokeclicker/pokeclicker/actions/runs/6855423136","pokeclicker/pokeclicker","6855423136","5052746","Node.js CI","Opening XD content in Orre","Qwertypop04","2023-11-13 20:34:14","completed","success","2023-11-13 20:35:40","pokeclicker/pokeclicker","Qwertypop04","https://github.com/Qwertypop04","User","false",142,140,1,0,0
"https://github.com/kubernetes/kops/actions/runs/5087728127","kubernetes/kops","5087728127","28526245","Update Dependencies","Update Dependencies","k8s-ci-robot","2023-05-26 06:02:41","completed","success","2023-05-26 06:08:43","kubernetes-sigs/cluster-api-provider-vsphere","k8s-ci-robot","https://github.com/k8s-ci-robot","User","false",956,947,1,1,1
"https://github.com/kubernetes-sigs/cluster-api-provider-vsphere/actions/runs/5797570234","kubernetes-sigs/cluster-api-provider-vsphere","5797570234","33101178","golangci-lint","🐛  clustermodules: prevent creation of new modules if DoesExist returns an error","chrischdi","2023-08-08 13:26:34","completed","success","2023-08-08 13:27:09","kubernetes-sigs/cluster-api-provider-vsphere","chrischdi","https://github.com/chrischdi","User","false",58,58,1,0,0
"https://github.com/DraftBot-A-Discord-Adventure/DraftBot/actions/runs/3781142882","DraftBot-A-Discord-Adventure/DraftBot","3781142882","36643054","Docker Image Master CI","Version bump","BastLast","2022-12-26 12:09:31","completed","success","2022-12-26 12:11:11","DraftBot-A-Discord-Adventure/DraftBot","BastLast","https://github.com/BastLast","User","false",1859,1859,1,1,1
"https://github.com/SUI-Components/sui/actions/runs/6706462037","SUI-Components/sui","6706462037","3420878","CI","[FEAT] typescript support","kikoruiz","2023-10-31 12:27:10","completed","success","2023-10-31 12:31:33","SUI-Components/sui","kikoruiz","https://github.com/kikoruiz","User","false",289,289,1,1,1
